SIG_PROCEDENCIA,DSC_ASSUNTO_COMPLETO,count(ASSUNTO_PROCESSO.SEQ_ASSUNTO_PROCESSO)
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DOMíNIO PúBLICO | BENS PúBLICOS ",5
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DOMíNIO PúBLICO | BENS PúBLICOS | BLOQUEIO DE VALORES DE CONTAS PúBLICAS ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DOMíNIO PúBLICO | BENS PúBLICOS | TAXA DE OCUPAçãO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DOMíNIO PúBLICO | BENS PúBLICOS | TERRAS DEVOLUTAS ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DOMíNIO PúBLICO | PATRIMôNIO HISTóRICO / TOMBAMENTO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DOMíNIO PúBLICO | PRIVATIZAçãO ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DOMíNIO PúBLICO | TERRAS INDíGENAS ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | EMPREGADO PúBLICO / TEMPORáRIO ",9
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA ",15
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | CONSELHOS REGIONAIS DE FISCALIZAçãO PROFISSIONAL E AFINS | REGISTRO PROFISSIONAL ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | CRIAçãO/EXTINçãO/REESTRUTURAçãO DE ORGãOS OU CARGOS PúBLICOS ",6
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIçO ",8
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIçO | ATUALIZAçãO DE CONTA ",7
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIçO | ATUALIZAçãO DE CONTA | TERMO DE ADESãO DA LC 110/2001 ",8
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | FUNDO DE PARTICIPAçãO DOS MUNICíPIOS ",12
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | INSTITUIçõES FINANCEIRAS ",51
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | INSTITUIçõES FINANCEIRAS | LIQUIDAçãO EXTRAJUDICIAL ",3
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | INSTITUIçõES FINANCEIRAS | NORMATIZAçõES ",5
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | MUNICíPIO ",7
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | MUNICíPIO | DESMEMBRAMENTO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | TRIBUNAL DE CONTAS ",9
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS ",9
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS | INTERVENçãO EM ESTADO / MUNICíPIO ",14
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE | DESAPROPRIAçãO ",28
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE | DESAPROPRIAçãO INDIRETA ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE | DESAPROPRIAçãO POR INTERESSE SOCIAL PARA REFORMA AGRáRIA ",10
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE | DESAPROPRIAçãO POR UTILIDADE PúBLICA / DL 3.365/1941 ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE | JUROS COMPENSATóRIOS ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO NO DOMíNIO ECONôMICO | EXPURGOS INFLACIONáRIOS / PLANOS ECONôMICOS ",37
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO NO DOMíNIO ECONôMICO | PROTEçãO à LIVRE CONCORRêNCIA ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | LICITAçõES  ",4
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | LICITAçõES  | CONVêNIO ",16
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | LICITAçõES  | EDITAL ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | LICITAçõES  | HABILITAçãO / REGISTRO CADASTRAL / JULGAMENTO / HOMOLOGAçãO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | LICITAçõES  | MODALIDADE / LIMITE / DISPENSA / INEXIGIBILIDADE ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | REVOGAçãO/ANULAçãO DE MULTA AMBIENTAL ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | REVOGAçãO/CONCESSãO DE LICENçA AMBIENTAL ",3
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | UNIDADE DE CONSERVAçãO DA NATUREZA ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR ",5
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | PENSãO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | PENSãO | CONCESSãO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | PENSãO | RESTABELECIMENTO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICâNCIA ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICâNCIA | ADVERTêNCIA / REPREENSãO ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICâNCIA | IMPEDIMENTO / DETENçãO / PRISãO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICâNCIA | LICENCIAMENTO / EXCLUSãO ",12
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REAJUSTE DE REMUNERAçãO, SOLDO, PROVENTOS OU PENSãO ",11
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REAJUSTE DE REMUNERAçãO, SOLDO, PROVENTOS OU PENSãO | ÍNDICE DE 28,86% LL 8.622/1993 E 8.627/1993 ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REGIME | INGRESSO E CONCURSO ",3
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REGIME | PROMOçãO ",9
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REGIME | REINTEGRAçãO ",13
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS ",19
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | AUXíLIO-INVALIDEZ ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | GRATIFICAçõES E ADICIONAIS ",26
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | ISONOMIA ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | ISONOMIA | EXTENSãO DE VANTAGEM AOS INATIVOS ",21
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | LICENCIAMENTO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | REFORMA ",3
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | REMUNERAçãO MíNIMA ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | RESERVA REMUNERADA ",4
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | TRANSFERêNCIA PARA RESERVA ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORçAMENTO | CRéDITO SUPLEMENTAR ",3
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORçAMENTO | REPASSE DE VERBAS PúBLICAS ",20
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAçãO SINDICAL | CONTRIBUIçãO SINDICAL ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAçãO SINDICAL | DILAçãO E EXTENSãO DE BASE TERRITORIAL ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAçãO SINDICAL | REGISTRO SINDICAL ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO ",17
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO | INDENIZAçãO POR DANO MATERIAL ",22
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO | INDENIZAçãO POR DANO MATERIAL | ACIDENTE DE TRâNSITO ",4
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO | INDENIZAçãO POR DANO MATERIAL | ERRO MéDICO ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO | INDENIZAçãO POR DANO MORAL ",28
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO | INDENIZAçãO POR DANO MORAL | ACIDENTE DE TRâNSITO ",4
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO | INDENIZAçãO POR DANO MORAL | ERRO MéDICO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | CONCESSãO / PERMISSãO / AUTORIZAçãO ",4
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | CONCESSãO / PERMISSãO / AUTORIZAçãO | ÁGUA E/OU ESGOTO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | CONCESSãO / PERMISSãO / AUTORIZAçãO | ENERGIA ELéTRICA ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | CONCESSãO / PERMISSãO / AUTORIZAçãO | PASSE LIVRE EM TRANSPORTE ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | CONCESSãO / PERMISSãO / AUTORIZAçãO | RADIODIFUSãO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | CONCESSãO / PERMISSãO / AUTORIZAçãO | TABELIONATOS, REGISTROS, CARTóRIOS ",81
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | CONCESSãO / PERMISSãO / AUTORIZAçãO | TELEFONIA ",6
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | CONCESSãO / PERMISSãO / AUTORIZAçãO | TRANSPORTE TERRESTRE ",3
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | DEFENSORIA PúBLICA ",11
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | ENSINO FUNDAMENTAL E MéDIO | MATRíCULA ",4
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | ENSINO SUPERIOR ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | ENSINO SUPERIOR | COLISãO DE HORáRIO ",3
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | ENSINO SUPERIOR | DIPLOMAS/CERTIFICADO DE CONCLUSãO DO CURSO ",5
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | ENSINO SUPERIOR | INGRESSO NO CURSO SUPERIOR ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | ENSINO SUPERIOR | MATRíCULA ",25
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | ENSINO SUPERIOR | TRANSFERêNCIA DE ESTUDANTE ",4
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | ENSINO SUPERIOR | VESTIBULAR ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | SAúDE ",4
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | SAúDE | REPASSE DE VERBAS DO SUS ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | SAúDE | RESSARCIMENTO AO SUS ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | SAúDE | TRATAMENTO MéDICO-HOSPITALAR E/OU FORNECIMENTO DE MEDICAMENTOS ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL ",51
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | APOSENTADORIA ",85
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | APOSENTADORIA | COMPULSóRIA ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | APOSENTADORIA | ESPECIAL ",9
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PúBLICO ",8
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PúBLICO | POLICIAIS CIVIS ",12
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PúBLICO | PROCURADORES DE ÓRGãOS / ENTIDADES PúBLICOS ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PúBLICO | PROFESSOR ",50
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PúBLICO | SERVENTUáRIOS DA JUSTIçA ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | JORNADA DE TRABALHO ",6
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | LICENçAS / AFASTAMENTOS | GESTANTE / ADOTANTE / PATERNIDADE ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | LICENçAS / AFASTAMENTOS | LICENçA-PRêMIO ",8
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | LICENçAS / AFASTAMENTOS | LICENçA-PRêMIO | PAGAMENTO EM PECúNIA ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PENSãO ",21
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PENSãO | RESTABELECIMENTO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PROCESSO ADMINISTRATIVO DISCIPLINAR OU SINDICâNCIA ",3
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PROCESSO ADMINISTRATIVO DISCIPLINAR OU SINDICâNCIA | DEMISSãO OU EXONERAçãO ",14
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PROCESSO ADMINISTRATIVO DISCIPLINAR OU SINDICâNCIA | RESPONSABILIDADE CIVIL DO SERVIDOR PúBLICO / INDENIZAçãO AO ERáRIO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PROGRAMA DE DESLIGAMENTO VOLUNTáRIO (PDV) ",5
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REAJUSTES DE REMUNERAçãO, PROVENTOS OU PENSãO ",116
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REAJUSTES DE REMUNERAçãO, PROVENTOS OU PENSãO | CORREçãO MONETáRIA DE DIFERENçAS PAGAS EM ATRASO ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REAJUSTES DE REMUNERAçãO, PROVENTOS OU PENSãO | ÍNDICE DA URP FEV/1989 ",14
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REAJUSTES DE REMUNERAçãO, PROVENTOS OU PENSãO | ÍNDICE DA URV LEI 8.880/1994 ",43
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REAJUSTES DE REMUNERAçãO, PROVENTOS OU PENSãO | ÍNDICE DA URV LEI 8.880/1994 | ÍNDICE DE 11,98% ",31
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REAJUSTES DE REMUNERAçãO, PROVENTOS OU PENSãO | ÍNDICE DA URV LEI 8.880/1994 | ÍNDICE DE 3,17% ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REAJUSTES DE REMUNERAçãO, PROVENTOS OU PENSãO | ÍNDICE DE 28,86% LEI 8.622/1993 E 8.627/1993 ",12
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REAJUSTES DE REMUNERAçãO, PROVENTOS OU PENSãO | ÍNDICE DE 84,32% MARçO/1990 ",13
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REAJUSTES DE REMUNERAçãO, PROVENTOS OU PENSãO | ÍNDICE DO IPC JUNHO/1987 ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO ",44
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | ACUMULAçãO DE CARGOS ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | DIREITO DE GREVE ",2
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | DISPONIBILIDADE ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | ENQUADRAMENTO ",41
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | ESTABILIDADE ",8
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | EXONERAçãO ",5
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | LOTAçãO ",9
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | NEPOTISMO ",1
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | NOMEAçãO ",28
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | NOMEAçãO | CARGO EM COMISSãO ",14
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | POSSE E EXERCíCIO ",6
MA,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | REGIME ESTATUTáRIO | PROMOçãO ",44
